CustomerID,TransactionId,ProductId,ProductType,quantity,price
8,TXN-0008-007,50,Beauty,3,209.84
8,TXN-0008-007,100,Beauty,5,453.08
8,TXN-0008-007,32,Toys,5,88.94
8,TXN-0008-008,22,Clothing,3,154.06
8,TXN-0008-008,64,Clothing,1,87.77
8,TXN-0008-008,36,Home,3,244.69
8,TXN-0008-008,10,Electronics,3,472.39
8,TXN-0008-009,77,Toys,2,231.64
8,TXN-0008-009,18,Electronics,1,474.67
8,TXN-0008-009,43,Toys,4,403.02
8,TXN-0008-009,43,Home,3,218.16
9,TXN-0009-001,18,Electronics,3,303.59
9,TXN-0009-001,89,Clothing,4,160.52
9,TXN-0009-001,51,Electronics,3,368.76
9,TXN-0009-001,82,Home,5,392.08
9,TXN-0009-001,42,Home,3,409.16
9,TXN-0009-002,47,Beauty,5,103.9
9,TXN-0009-002,70,Clothing,5,18.32
9,TXN-0009-002,94,Home,2,222.04
9,TXN-0009-002,38,Beauty,4,338.12
10,TXN-0010-001,82,Electronics,2,130.08
10,TXN-0010-001,20,Home,4,41.61
10,TXN-0010-002,62,Toys,4,269.51
10,TXN-0010-002,89,Home,5,23.2
10,TXN-0010-002,47,Toys,5,320.9
10,TXN-0010-002,11,Beauty,2,330.51
10,TXN-0010-002,46,Clothing,5,26.93
10,TXN-0010-003,97,Electronics,4,57.44
10,TXN-0010-003,13,Electronics,2,257.78
10,TXN-0010-003,67,Toys,5,345.39
10,TXN-0010-003,29,Home,3,198.61
10,TXN-0010-004,89,Toys,2,175.76
10,TXN-0010-004,4,Home,1,151.24
10,TXN-0010-004,11,Beauty,2,177.42
10,TXN-0010-004,44,Home,2,262.95
10,TXN-0010-004,45,Home,1,221.89
10,TXN-0010-005,41,Beauty,3,27.12
10,TXN-0010-005,91,Beauty,1,425.34
10,TXN-0010-005,83,Beauty,2,465.31
10,TXN-0010-005,95,Clothing,5,91.35
10,TXN-0010-006,43,Toys,4,479.44
10,TXN-0010-006,30,Home,2,97.26
10,TXN-0010-007,51,Beauty,5,442.13
10,TXN-0010-007,58,Toys,4,197.47
10,TXN-0010-007,91,Clothing,2,142.78
10,TXN-0010-007,91,Beauty,5,55.37
10,TXN-0010-008,24,Electronics,3,102.55
10,TXN-0010-008,15,Electronics,4,266.22
10,TXN-0010-008,82,Electronics,5,197.38
10,TXN-0010-008,51,Toys,1,177.22
10,TXN-0010-008,59,Toys,2,407.8
10,TXN-0010-009,79,Toys,1,337.69
10,TXN-0010-009,41,Beauty,2,156.16
10,TXN-0010-009,24,Electronics,2,257.86
10,TXN-0010-010,77,Clothing,5,194.94
10,TXN-0010-010,24,Home,5,348.25
10,TXN-0010-010,83,Clothing,5,87.6
10,TXN-0010-010,37,Clothing,2,160.72
11,TXN-0011-001,80,Beauty,3,476.16
11,TXN-0011-001,63,Clothing,2,408.53
11,TXN-0011-001,72,Toys,4,207.52
11,TXN-0011-001,63,Home,4,246.91
11,TXN-0011-002,73,Beauty,2,149.58
11,TXN-0011-003,29,Toys,3,88.26
11,TXN-0011-003,59,Toys,4,277.11
11,TXN-0011-003,15,Toys,1,137.61
11,TXN-0011-004,47,Toys,1,381.2
11,TXN-0011-004,57,Toys,2,494.94
11,TXN-0011-004,14,Clothing,3,438.03
11,TXN-0011-004,5,Home,3,177.55
11,TXN-0011-004,12,Home,1,388.94
11,TXN-0011-005,27,Toys,3,431.22
11,TXN-0011-005,79,Home,2,309.99
11,TXN-0011-006,27,Beauty,5,178.65
11,TXN-0011-006,36,Toys,5,88.35
11,TXN-0011-007,38,Toys,3,476.44
11,TXN-0011-007,66,Beauty,2,481.57
11,TXN-0011-007,53,Beauty,3,434.19
12,TXN-0012-001,90,Clothing,2,77.39
12,TXN-0012-001,42,Clothing,4,247.28
13,TXN-0013-001,81,Electronics,4,190.71
13,TXN-0013-001,10,Beauty,4,260.23
13,TXN-0013-001,36,Electronics,4,475.38
13,TXN-0013-001,42,Toys,1,435.11
13,TXN-0013-001,94,Beauty,4,319.25
14,TXN-0014-001,9,Toys,4,112.83
14,TXN-0014-001,55,Clothing,4,137.93
14,TXN-0014-001,37,Electronics,5,291.08
14,TXN-0014-002,63,Electronics,1,27.74
14,TXN-0014-002,81,Home,1,66.5
14,TXN-0014-002,21,Home,4,5.33
14,TXN-0014-002,55,Clothing,2,441.66
14,TXN-0014-002,39,Clothing,3,51.2
15,TXN-0015-001,33,Beauty,3,333.93
15,TXN-0015-001,84,Clothing,1,201.19
15,TXN-0015-001,40,Clothing,4,329.47
15,TXN-0015-002,1,Clothing,4,43.58
15,TXN-0015-003,29,Toys,4,9.6
15,TXN-0015-003,90,Electronics,1,494.14
15,TXN-0015-003,55,Clothing,4,40.06
15,TXN-0015-003,50,Beauty,1,56.08
15,TXN-0015-003,48,Electronics,2,194.45
15,TXN-0015-004,83,Clothing,1,267.6
15,TXN-0015-004,2,Toys,2,222.85
16,TXN-0016-001,81,Clothing,4,309.96
16,TXN-0016-001,57,Clothing,1,448.81
16,TXN-0016-002,97,Beauty,5,366.35
16,TXN-0016-002,45,Home,3,396.58
16,TXN-0016-003,36,Beauty,2,278.93
16,TXN-0016-003,77,Toys,3,390.59
16,TXN-0016-004,85,Electronics,2,261.29
17,TXN-0017-001,25,Home,3,324.85
17,TXN-0017-001,31,Home,4,60.81
17,TXN-0017-001,64,Toys,1,266.5
17,TXN-0017-001,2,Electronics,3,70.33
17,TXN-0017-001,73,Home,3,275.45
17,TXN-0017-002,98,Home,1,13.26
17,TXN-0017-002,9,Beauty,3,111.79
17,TXN-0017-003,51,Toys,3,316.14
17,TXN-0017-004,99,Home,4,352.4
17,TXN-0017-004,11,Toys,5,309.94
17,TXN-0017-004,36,Beauty,3,44.12
17,TXN-0017-004,27,Clothing,5,166.74
17,TXN-0017-004,76,Beauty,3,350.84
17,TXN-0017-005,8,Clothing,1,462.69
17,TXN-0017-005,15,Home,5,306.37
17,TXN-0017-006,86,Clothing,1,11.27
17,TXN-0017-006,18,Beauty,2,250.72
17,TXN-0017-006,45,Toys,5,392.58
17,TXN-0017-007,22,Electronics,2,376.14
17,TXN-0017-007,35,Beauty,1,170.83
17,TXN-0017-007,55,Electronics,5,36.62
17,TXN-0017-008,81,Beauty,4,230.32
17,TXN-0017-008,47,Beauty,4,430.38
17,TXN-0017-008,22,Electronics,2,131.28
17,TXN-0017-008,14,Toys,1,118.06
17,TXN-0017-008,66,Beauty,1,430.05
17,TXN-0017-009,32,Beauty,4,185.17
18,TXN-0018-001,23,Beauty,5,402.54
18,TXN-0018-001,92,Home,2,164.29
18,TXN-0018-002,93,Electronics,3,413.87
18,TXN-0018-002,74,Electronics,1,253.51
18,TXN-0018-002,7,Clothing,2,403.15
18,TXN-0018-002,6,Home,1,439.11
18,TXN-0018-003,100,Electronics,3,47.76
18,TXN-0018-003,59,Beauty,3,104.33
18,TXN-0018-003,73,Electronics,5,125.08
18,TXN-0018-004,76,Home,2,367.57
18,TXN-0018-004,70,Clothing,2,8.16
18,TXN-0018-004,53,Beauty,2,273.06
18,TXN-0018-005,43,Beauty,4,425.26
18,TXN-0018-006,14,Clothing,5,491.64
18,TXN-0018-006,54,Home,1,486.42
18,TXN-0018-006,19,Electronics,1,26.73
18,TXN-0018-007,67,Home,3,231.94
18,TXN-0018-007,96,Beauty,5,52.31
18,TXN-0018-008,82,Home,1,297.99
18,TXN-0018-008,8,Home,2,122.2
18,TXN-0018-009,41,Home,3,162.44
18,TXN-0018-009,35,Clothing,1,472.06
18,TXN-0018-009,18,Toys,1,81.93
18,TXN-0018-010,58,Home,3,206.22
18,TXN-0018-010,69,Electronics,2,228.7
19,TXN-0019-001,34,Beauty,1,83.02
19,TXN-0019-001,88,Electronics,5,24.96
19,TXN-0019-001,42,Clothing,1,357.02
19,TXN-0019-001,46,Home,5,29.23
20,TXN-0020-001,34,Clothing,1,476.29
20,TXN-0020-001,58,Toys,5,128.68
20,TXN-0020-001,60,Beauty,2,65.12
20,TXN-0020-002,100,Clothing,2,103.08
20,TXN-0020-003,48,Beauty,5,295.13
20,TXN-0020-003,10,Beauty,1,102.89
20,TXN-0020-003,83,Home,2,50.53
20,TXN-0020-003,43,Beauty,1,471.43
20,TXN-0020-004,22,Toys,4,411.73
20,TXN-0020-005,64,Beauty,4,343.19
20,TXN-0020-005,23,Electronics,2,454.61
20,TXN-0020-005,36,Electronics,4,442.29
20,TXN-0020-005,5,Toys,5,310.4
20,TXN-0020-006,64,Home,5,242.12
20,TXN-0020-006,12,Electronics,4,72.93
20,TXN-0020-006,26,Toys,2,317.22
20,TXN-0020-007,3,Home,3,242.44
20,TXN-0020-007,63,Electronics,5,253.68
20,TXN-0020-007,50,Electronics,2,17.9
20,TXN-0020-007,77,Clothing,1,448.4
20,TXN-0020-007,100,Electronics,1,405.28
20,TXN-0020-008,68,Electronics,5,499.8
20,TXN-0020-008,21,Beauty,2,330.15
20,TXN-0020-008,35,Toys,1,383.2
20,TXN-0020-008,29,Toys,4,180.63
20,TXN-0020-009,23,Clothing,5,162.41
20,TXN-0020-009,95,Electronics,5,18.96
21,TXN-0021-001,73,Toys,2,283.74
21,TXN-0021-001,25,Home,5,157.98
21,TXN-0021-001,63,Beauty,1,32.8
21,TXN-0021-002,29,Beauty,5,241.6
21,TXN-0021-002,43,Toys,2,404.19
21,TXN-0021-002,44,Clothing,3,34.48
21,TXN-0021-002,19,Toys,2,388.31
21,TXN-0021-002,68,Electronics,1,189.93
21,TXN-0021-003,76,Beauty,3,154.37
21,TXN-0021-003,18,Clothing,4,396.96
21,TXN-0021-003,63,Electronics,2,355.06
21,TXN-0021-003,72,Toys,3,115.5
21,TXN-0021-004,23,Home,3,368.33
21,TXN-0021-004,38,Clothing,2,365.77
21,TXN-0021-004,90,Toys,4,426.12
21,TXN-0021-004,99,Toys,1,95.13
21,TXN-0021-004,41,Toys,2,321.63
22,TXN-0022-001,64,Clothing,3,373.94
22,TXN-0022-002,45,Electronics,2,319.91
22,TXN-0022-002,12,Electronics,4,10.64
22,TXN-0022-003,32,Beauty,3,132.05
22,TXN-0022-003,14,Beauty,1,196.04
22,TXN-0022-004,22,Home,4,441.48
22,TXN-0022-004,45,Toys,4,55.21
22,TXN-0022-004,62,Toys,2,85.51
22,TXN-0022-004,10,Beauty,3,14.94
22,TXN-0022-005,14,Beauty,3,89.2
22,TXN-0022-005,49,Clothing,1,275.79
22,TXN-0022-005,12,Electronics,5,492.71
22,TXN-0022-006,91,Beauty,4,471.51
22,TXN-0022-006,22,Toys,4,82.77
22,TXN-0022-006,13,Electronics,2,487.33
22,TXN-0022-006,53,Toys,5,136.31
22,TXN-0022-007,39,Clothing,1,29.57
22,TXN-0022-007,74,Toys,4,81.03
22,TXN-0022-007,47,Beauty,4,48.38
22,TXN-0022-008,62,Clothing,1,17.74
22,TXN-0022-008,22,Electronics,1,239.42
22,TXN-0022-008,15,Electronics,4,238.12
22,TXN-0022-008,85,Electronics,1,322.72
22,TXN-0022-008,50,Clothing,3,443.32
22,TXN-0022-009,24,Home,1,135.33
22,TXN-0022-009,60,Electronics,2,419.35
22,TXN-0022-009,73,Beauty,2,377.36
23,TXN-0023-001,11,Electronics,5,209.92
23,TXN-0023-002,30,Toys,1,421.19
23,TXN-0023-002,67,Home,5,345.1
23,TXN-0023-002,61,Toys,2,240.75
23,TXN-0023-002,11,Home,1,253.54
23,TXN-0023-002,67,Toys,5,77.99
23,TXN-0023-003,23,Clothing,2,405.19
23,TXN-0023-003,17,Beauty,4,43.79
23,TXN-0023-003,88,Home,2,498.65
23,TXN-0023-003,81,Clothing,5,132.65
23,TXN-0023-004,12,Home,5,201.69
23,TXN-0023-005,36,Toys,4,459
23,TXN-0023-005,2,Toys,5,263.67
23,TXN-0023-005,54,Beauty,4,79.07
23,TXN-0023-006,76,Toys,1,462.84
23,TXN-0023-006,73,Beauty,3,434.4
23,TXN-0023-006,45,Home,3,194.61
23,TXN-0023-006,63,Toys,5,239.16
23,TXN-0023-006,23,Electronics,4,76.21
23,TXN-0023-007,88,Home,1,200.92
23,TXN-0023-007,43,Clothing,1,374.15
23,TXN-0023-007,35,Electronics,1,172.24
23,TXN-0023-007,39,Electronics,3,422.21
23,TXN-0023-007,90,Beauty,2,71.52
24,TXN-0024-001,100,Electronics,3,365.76
24,TXN-0024-001,78,Beauty,2,223.65
24,TXN-0024-001,53,Home,5,434.26
24,TXN-0024-001,8,Toys,2,37.48
24,TXN-0024-002,52,Clothing,5,440.27
24,TXN-0024-002,4,Clothing,2,438.21
24,TXN-0024-002,26,Beauty,2,21.37
24,TXN-0024-002,7,Electronics,2,140.62
24,TXN-0024-002,60,Toys,4,319.53
24,TXN-0024-003,88,Beauty,2,189.37
24,TXN-0024-004,58,Clothing,4,295.51
24,TXN-0024-004,45,Electronics,2,419.64
24,TXN-0024-004,34,Beauty,3,18.59
24,TXN-0024-004,7,Clothing,5,391.02
24,TXN-0024-004,28,Clothing,2,340.46
25,TXN-0025-001,84,Home,5,14.93
25,TXN-0025-001,100,Beauty,4,456.2
25,TXN-0025-001,83,Clothing,5,401.43
25,TXN-0025-002,33,Toys,3,357.81
25,TXN-0025-002,91,Electronics,4,448.26
25,TXN-0025-003,59,Electronics,2,236.02
25,TXN-0025-003,87,Toys,5,201.59
25,TXN-0025-003,14,Beauty,5,499.72
25,TXN-0025-004,72,Toys,5,144.93
25,TXN-0025-004,88,Beauty,4,36.6
25,TXN-0025-004,36,Electronics,3,134.27
25,TXN-0025-005,25,Clothing,5,383.91
25,TXN-0025-005,8,Toys,4,331.96
25,TXN-0025-005,88,Clothing,1,329.42
25,TXN-0025-006,34,Home,4,197.2
25,TXN-0025-006,5,Toys,5,408.93
25,TXN-0025-006,44,Clothing,5,320.97
25,TXN-0025-007,86,Electronics,5,153.6
25,TXN-0025-007,22,Toys,2,150.42
25,TXN-0025-007,61,Clothing,3,363.97
25,TXN-0025-007,72,Clothing,3,328.95
25,TXN-0025-008,46,Clothing,3,213.13
25,TXN-0025-008,43,Electronics,3,294.86
26,TXN-0026-001,16,Home,1,433.86
26,TXN-0026-001,75,Toys,5,40.25
26,TXN-0026-001,25,Toys,1,434.41
26,TXN-0026-001,49,Toys,3,209.49
26,TXN-0026-002,18,Clothing,3,207.55
26,TXN-0026-002,73,Home,2,161.61
26,TXN-0026-003,100,Beauty,4,169.65
26,TXN-0026-003,23,Electronics,1,7.33
26,TXN-0026-004,27,Clothing,5,383.42
26,TXN-0026-004,63,Beauty,2,309.17
26,TXN-0026-004,82,Home,4,217.37
26,TXN-0026-005,50,Beauty,1,269.22
26,TXN-0026-005,94,Electronics,1,446.54
26,TXN-0026-005,97,Toys,2,13.87
26,TXN-0026-005,1,Clothing,2,348.29
26,TXN-0026-006,40,Clothing,1,194.86
26,TXN-0026-006,76,Electronics,2,37.32
26,TXN-0026-006,6,Electronics,3,230.68
26,TXN-0026-007,77,Toys,3,219.66
26,TXN-0026-007,88,Clothing,3,498.09
26,TXN-0026-007,63,Electronics,2,86.62
26,TXN-0026-007,52,Beauty,2,116.04
26,TXN-0026-007,17,Clothing,1,296.9
26,TXN-0026-008,16,Electronics,1,190.72
26,TXN-0026-008,82,Electronics,5,313.45
26,TXN-0026-009,7,Beauty,1,28.88
26,TXN-0026-009,15,Home,4,193.23
26,TXN-0026-009,71,Electronics,4,352.42
26,TXN-0026-009,27,Beauty,3,213.33
26,TXN-0026-009,13,Toys,3,313.28
26,TXN-0026-010,54,Beauty,5,360.79
26,TXN-0026-010,16,Electronics,1,393.46
27,TXN-0027-001,26,Toys,2,390.09
27,TXN-0027-001,67,Clothing,3,353.2
27,TXN-0027-001,38,Clothing,1,276.33
27,TXN-0027-001,27,Home,3,121.08
27,TXN-0027-002,86,Beauty,1,418.44
27,TXN-0027-003,20,Beauty,5,42.15
27,TXN-0027-003,93,Beauty,3,323.95
27,TXN-0027-003,59,Electronics,3,234.82
27,TXN-0027-003,13,Clothing,1,426.86
27,TXN-0027-004,87,Electronics,4,370.58
27,TXN-0027-004,13,Beauty,1,426.74
27,TXN-0027-004,85,Clothing,3,181.98
27,TXN-0027-005,80,Electronics,1,189.45
27,TXN-0027-005,44,Clothing,1,203.38
27,TXN-0027-005,59,Electronics,4,346.5
27,TXN-0027-005,62,Home,2,60.96
28,TXN-0028-001,21,Beauty,4,456.06
29,TXN-0029-001,73,Home,2,307.6
29,TXN-0029-001,100,Electronics,5,19.26
29,TXN-0029-001,88,Clothing,4,460.6
29,TXN-0029-001,15,Home,4,27.76
29,TXN-0029-002,84,Electronics,1,353.76
29,TXN-0029-002,87,Toys,5,363.27
29,TXN-0029-002,29,Electronics,5,263.94
29,TXN-0029-003,13,Home,2,243.56
29,TXN-0029-003,85,Home,2,420.32
29,TXN-0029-003,72,Toys,1,10.76
29,TXN-0029-003,21,Toys,4,426.68
29,TXN-0029-003,22,Beauty,4,163.71
30,TXN-0030-001,36,Beauty,5,115.24
30,TXN-0030-001,83,Home,4,409.47
30,TXN-0030-001,11,Home,4,401.62
30,TXN-0030-002,12,Home,4,161.45
30,TXN-0030-002,64,Beauty,1,204.7
30,TXN-0030-002,5,Toys,5,5.08
30,TXN-0030-002,12,Toys,5,320.58
30,TXN-0030-003,72,Clothing,4,475.43
30,TXN-0030-003,47,Beauty,2,422.94
30,TXN-0030-003,43,Toys,5,301.98
30,TXN-0030-003,92,Electronics,4,61.44
30,TXN-0030-003,98,Clothing,1,173.97
30,TXN-0030-004,71,Toys,3,352.54
30,TXN-0030-004,6,Clothing,4,74.52
30,TXN-0030-004,92,Home,1,130.87
30,TXN-0030-005,25,Beauty,4,111.72
30,TXN-0030-005,25,Electronics,1,379.79
30,TXN-0030-006,82,Toys,1,387.21
30,TXN-0030-007,59,Toys,5,71.64
30,TXN-0030-007,64,Beauty,5,369.43
30,TXN-0030-007,71,Home,5,244.05
30,TXN-0030-007,66,Clothing,5,90.96
31,TXN-0031-001,14,Home,5,305.05
31,TXN-0031-001,42,Toys,4,212.24
31,TXN-0031-002,89,Clothing,3,201.95
31,TXN-0031-002,44,Electronics,4,403.37
31,TXN-0031-002,18,Home,5,351.51
31,TXN-0031-002,96,Toys,3,422.32
31,TXN-0031-002,71,Electronics,5,318.13
31,TXN-0031-003,27,Toys,3,344.87
31,TXN-0031-003,87,Clothing,2,254.43
31,TXN-0031-004,91,Beauty,3,283.33
31,TXN-0031-004,75,Toys,4,338.75
31,TXN-0031-004,69,Electronics,4,405.11
31,TXN-0031-005,14,Beauty,4,76.94
31,TXN-0031-005,86,Beauty,2,137.15
31,TXN-0031-005,21,Electronics,3,77.48
31,TXN-0031-005,8,Electronics,2,378.03
31,TXN-0031-005,5,Electronics,4,55.73
31,TXN-0031-006,29,Toys,4,122.61
31,TXN-0031-006,90,Electronics,1,463.61
31,TXN-0031-006,50,Home,3,483.09
31,TXN-0031-006,7,Beauty,3,105.53
31,TXN-0031-006,100,Home,2,456.19
32,TXN-0032-001,97,Toys,5,370.53
32,TXN-0032-001,26,Clothing,3,227.16
32,TXN-0032-001,88,Beauty,2,481.43
32,TXN-0032-002,16,Home,1,217.11
32,TXN-0032-002,72,Electronics,2,84.66
32,TXN-0032-002,33,Beauty,3,235.83
32,TXN-0032-002,20,Beauty,2,464.67
32,TXN-0032-002,77,Beauty,5,422.35
32,TXN-0032-003,63,Toys,5,182.25
32,TXN-0032-003,91,Electronics,5,113.88
32,TXN-0032-003,24,Toys,1,394.2
32,TXN-0032-004,54,Toys,5,204.69
32,TXN-0032-004,45,Clothing,2,333.35
32,TXN-0032-005,47,Electronics,2,475.4
32,TXN-0032-005,80,Toys,4,498.33
32,TXN-0032-005,97,Beauty,1,336.12
33,TXN-0033-001,31,Toys,5,125.69
33,TXN-0033-001,6,Electronics,4,458.39
33,TXN-0033-001,15,Home,3,272.42
33,TXN-0033-001,37,Beauty,5,411.94
33,TXN-0033-002,66,Toys,4,245.97
33,TXN-0033-002,38,Clothing,3,259.38
33,TXN-0033-002,13,Clothing,5,268.94
33,TXN-0033-003,27,Clothing,4,418.65
34,TXN-0034-001,69,Home,1,374.71
34,TXN-0034-001,20,Beauty,4,359.85
34,TXN-0034-002,12,Beauty,1,93.11
34,TXN-0034-003,72,Beauty,5,411.7
34,TXN-0034-003,34,Home,4,228.31
34,TXN-0034-003,52,Home,3,13.36
34,TXN-0034-004,69,Beauty,5,36.3
35,TXN-0035-001,6,Beauty,3,464.38
35,TXN-0035-001,14,Electronics,3,305.25
35,TXN-0035-001,37,Home,4,200.58
35,TXN-0035-001,85,Beauty,4,82.38
35,TXN-0035-001,29,Clothing,4,399.4
35,TXN-0035-002,38,Clothing,3,340.26
35,TXN-0035-002,94,Electronics,1,278.99
35,TXN-0035-002,72,Clothing,1,25.68
35,TXN-0035-002,74,Toys,4,270.89
35,TXN-0035-002,11,Electronics,2,375.41
35,TXN-0035-003,28,Home,5,75.52
35,TXN-0035-003,24,Clothing,5,418.2
35,TXN-0035-003,25,Beauty,2,337.13
35,TXN-0035-004,7,Toys,4,324.11
35,TXN-0035-004,10,Electronics,1,129.09
35,TXN-0035-004,26,Toys,4,476.01
35,TXN-0035-004,46,Clothing,2,54.52
35,TXN-0035-004,80,Beauty,2,162.3
35,TXN-0035-005,43,Toys,3,348.26
35,TXN-0035-005,20,Toys,5,185.42
35,TXN-0035-005,41,Home,2,7.39
35,TXN-0035-005,32,Clothing,4,141.96
35,TXN-0035-006,18,Electronics,4,234.11
35,TXN-0035-006,46,Electronics,4,278.08
35,TXN-0035-006,23,Toys,1,421.69
36,TXN-0036-001,69,Clothing,3,368.1
36,TXN-0036-001,81,Beauty,1,446.59
36,TXN-0036-002,81,Beauty,5,291.56
36,TXN-0036-002,99,Toys,2,453.62
36,TXN-0036-002,71,Electronics,5,447.52
36,TXN-0036-002,70,Home,2,186.08
36,TXN-0036-002,29,Toys,3,71.27
37,TXN-0037-001,66,Beauty,4,185.11
37,TXN-0037-001,2,Clothing,5,343.66
37,TXN-0037-001,97,Toys,2,225.88
37,TXN-0037-001,23,Toys,5,331.41
37,TXN-0037-001,19,Home,3,25.01
37,TXN-0037-002,30,Beauty,3,187.87
37,TXN-0037-002,6,Clothing,5,454.32
37,TXN-0037-002,47,Home,4,459.36
37,TXN-0037-002,6,Beauty,3,56.1
38,TXN-0038-001,82,Electronics,3,291.42
38,TXN-0038-001,73,Clothing,4,328.57
38,TXN-0038-001,47,Toys,1,260.75
38,TXN-0038-001,49,Clothing,5,205.89
38,TXN-0038-001,45,Home,4,444.15
38,TXN-0038-002,65,Clothing,4,86.97
38,TXN-0038-003,66,Electronics,2,79.37
38,TXN-0038-004,47,Toys,1,332.25
38,TXN-0038-004,54,Electronics,1,243.35
38,TXN-0038-005,62,Clothing,5,84.82
38,TXN-0038-005,53,Beauty,2,26.36
38,TXN-0038-005,74,Toys,2,71.69
38,TXN-0038-005,66,Beauty,5,77.7
38,TXN-0038-006,34,Clothing,5,479.33
38,TXN-0038-006,77,Toys,1,439.86
38,TXN-0038-007,11,Clothing,4,305.23
38,TXN-0038-007,61,Home,2,113.59
38,TXN-0038-007,53,Toys,2,398.33
39,TXN-0039-001,80,Toys,3,88.02
39,TXN-0039-001,88,Electronics,4,300.28
39,TXN-0039-002,30,Home,4,70.45
40,TXN-0040-001,26,Toys,5,343.76
40,TXN-0040-002,78,Beauty,2,240.56
40,TXN-0040-002,79,Toys,1,439.49
40,TXN-0040-003,65,Beauty,1,243.71
40,TXN-0040-003,17,Toys,5,414.62
40,TXN-0040-003,100,Home,5,213.24
40,TXN-0040-003,6,Toys,4,118.6
40,TXN-0040-003,62,Home,3,296.58
40,TXN-0040-004,13,Home,2,130.99
40,TXN-0040-004,99,Clothing,1,145.22
40,TXN-0040-004,70,Home,3,98.57
40,TXN-0040-004,91,Beauty,5,263.66
40,TXN-0040-004,67,Beauty,4,329
40,TXN-0040-005,53,Electronics,1,81.62
40,TXN-0040-005,84,Toys,3,134.34
40,TXN-0040-005,69,Home,5,185.99
