CustomerID,TransactionNum,TransactionID,Date
31,5,TXN-0031-005,12/16/2023
31,6,TXN-0031-006,10/2/2023
32,1,TXN-0032-001,5/17/2023
32,2,TXN-0032-002,11/25/2023
32,3,TXN-0032-003,6/24/2023
32,4,TXN-0032-004,2/27/2023
32,5,TXN-0032-005,5/31/2023
33,1,TXN-0033-001,8/11/2023
33,2,TXN-0033-002,3/22/2023
33,3,TXN-0033-003,8/21/2023
34,1,TXN-0034-001,1/2/2023
34,2,TXN-0034-002,5/15/2023
34,3,TXN-0034-003,9/14/2023
34,4,TXN-0034-004,4/2/2023
35,1,TXN-0035-001,9/17/2023
35,2,TXN-0035-002,2/24/2023
35,3,TXN-0035-003,11/17/2023
35,4,TXN-0035-004,6/2/2023
35,5,TXN-0035-005,11/24/2023
35,6,TXN-0035-006,9/17/2023
36,1,TXN-0036-001,11/8/2023
36,2,TXN-0036-002,4/12/2023
37,1,TXN-0037-001,3/20/2023
37,2,TXN-0037-002,7/11/2023
38,1,TXN-0038-001,3/24/2023
38,2,TXN-0038-002,10/4/2023
38,3,TXN-0038-003,9/29/2023
38,4,TXN-0038-004,1/1/2023
38,5,TXN-0038-005,11/3/2023
38,6,TXN-0038-006,6/15/2023
38,7,TXN-0038-007,9/8/2023
39,1,TXN-0039-001,1/10/2023
39,2,TXN-0039-002,2/27/2023
40,1,TXN-0040-001,7/5/2023
40,2,TXN-0040-002,6/7/2023
40,3,TXN-0040-003,5/3/2023
40,4,TXN-0040-004,1/30/2023
40,5,TXN-0040-005,5/4/2023
40,6,TXN-0040-006,10/18/2023
41,1,TXN-0041-001,2/10/2023
41,2,TXN-0041-002,2/13/2023
41,3,TXN-0041-003,9/6/2023
41,4,TXN-0041-004,2/5/2023
41,5,TXN-0041-005,9/30/2023
41,6,TXN-0041-006,3/6/2023
42,1,TXN-0042-001,3/7/2023
42,2,TXN-0042-002,12/4/2023
42,3,TXN-0042-003,9/1/2023
42,4,TXN-0042-004,10/9/2023
42,5,TXN-0042-005,3/26/2023
42,6,TXN-0042-006,5/16/2023
42,7,TXN-0042-007,9/28/2023
42,8,TXN-0042-008,11/7/2023
42,9,TXN-0042-009,8/5/2023
42,10,TXN-0042-010,4/19/2023
43,1,TXN-0043-001,10/4/2023
43,2,TXN-0043-002,12/20/2023
43,3,TXN-0043-003,4/13/2023
43,4,TXN-0043-004,1/1/2024
43,5,TXN-0043-005,6/9/2023
44,1,TXN-0044-001,7/24/2023
45,1,TXN-0045-001,12/10/2023
45,2,TXN-0045-002,11/29/2023
45,3,TXN-0045-003,7/11/2023
45,4,TXN-0045-004,8/13/2023
45,5,TXN-0045-005,9/22/2023
45,6,TXN-0045-006,8/20/2023
45,7,TXN-0045-007,3/3/2023
45,8,TXN-0045-008,5/7/2023
46,1,TXN-0046-001,4/26/2023
46,2,TXN-0046-002,2/2/2023
46,3,TXN-0046-003,6/23/2023
46,4,TXN-0046-004,1/11/2023
46,5,TXN-0046-005,10/29/2023
46,6,TXN-0046-006,10/11/2023
46,7,TXN-0046-007,4/28/2023
46,8,TXN-0046-008,10/29/2023
46,9,TXN-0046-009,4/23/2023
47,1,TXN-0047-001,1/4/2023
47,2,TXN-0047-002,2/6/2023
48,1,TXN-0048-001,12/29/2023
48,2,TXN-0048-002,11/20/2023
48,3,TXN-0048-003,1/31/2023
48,4,TXN-0048-004,4/28/2023
48,5,TXN-0048-005,2/4/2023
48,6,TXN-0048-006,1/17/2023
48,7,TXN-0048-007,6/19/2023
49,1,TXN-0049-001,2/6/2023
49,2,TXN-0049-002,9/21/2023
50,1,TXN-0050-001,5/2/2023
50,2,TXN-0050-002,5/23/2023
50,3,TXN-0050-003,12/9/2023
50,4,TXN-0050-004,9/6/2023
50,5,TXN-0050-005,4/20/2023
50,6,TXN-0050-006,10/4/2023
50,7,TXN-0050-007,3/9/2023
50,8,TXN-0050-008,10/20/2023
50,9,TXN-0050-009,10/23/2023
51,1,TXN-0051-001,8/31/2023
51,2,TXN-0051-002,5/5/2023
51,3,TXN-0051-003,8/31/2023
51,4,TXN-0051-004,7/28/2023
51,5,TXN-0051-005,4/8/2023
52,1,TXN-0052-001,2/18/2023
52,2,TXN-0052-002,2/19/2023
52,3,TXN-0052-003,12/4/2023
52,4,TXN-0052-004,8/9/2023
52,5,TXN-0052-005,7/1/2023
52,6,TXN-0052-006,8/5/2023
52,7,TXN-0052-007,7/30/2023
52,8,TXN-0052-008,8/28/2023
52,9,TXN-0052-009,1/28/2023
52,10,TXN-0052-010,12/11/2023
53,1,TXN-0053-001,12/1/2023
53,2,TXN-0053-002,11/27/2023
53,3,TXN-0053-003,2/20/2023
53,4,TXN-0053-004,2/1/2023
53,5,TXN-0053-005,7/26/2023
53,6,TXN-0053-006,6/23/2023
54,1,TXN-0054-001,2/25/2023
54,2,TXN-0054-002,5/8/2023
54,3,TXN-0054-003,4/9/2023
54,4,TXN-0054-004,4/8/2023
54,5,TXN-0054-005,10/2/2023
54,6,TXN-0054-006,8/18/2023
54,7,TXN-0054-007,3/13/2023
54,8,TXN-0054-008,8/5/2023
54,9,TXN-0054-009,4/4/2023
54,10,TXN-0054-010,5/23/2023
55,1,TXN-0055-001,8/25/2023
55,2,TXN-0055-002,5/8/2023
55,3,TXN-0055-003,2/8/2023
55,4,TXN-0055-004,8/15/2023
56,1,TXN-0056-001,10/9/2023
56,2,TXN-0056-002,2/20/2023
57,1,TXN-0057-001,1/26/2023
58,1,TXN-0058-001,11/30/2023
58,2,TXN-0058-002,10/4/2023
58,3,TXN-0058-003,1/8/2023
58,4,TXN-0058-004,2/17/2023
59,1,TXN-0059-001,5/2/2023
59,2,TXN-0059-002,3/27/2023
59,3,TXN-0059-003,7/28/2023
59,4,TXN-0059-004,9/6/2023
59,5,TXN-0059-005,9/4/2023
60,1,TXN-0060-001,4/20/2023
60,2,TXN-0060-002,7/25/2023
61,1,TXN-0061-001,1/31/2023
61,2,TXN-0061-002,3/26/2023
61,3,TXN-0061-003,7/14/2023
61,4,TXN-0061-004,1/2/2023
62,1,TXN-0062-001,7/19/2023
62,2,TXN-0062-002,5/16/2023
63,1,TXN-0063-001,8/21/2023
63,2,TXN-0063-002,5/27/2023
63,3,TXN-0063-003,8/5/2023
63,4,TXN-0063-004,12/23/2023
63,5,TXN-0063-005,10/12/2023
63,6,TXN-0063-006,12/5/2023
63,7,TXN-0063-007,9/7/2023
64,1,TXN-0064-001,3/21/2023
64,2,TXN-0064-002,4/8/2023
64,3,TXN-0064-003,6/1/2023
64,4,TXN-0064-004,4/22/2023
64,5,TXN-0064-005,1/30/2023
65,1,TXN-0065-001,10/24/2023
65,2,TXN-0065-002,10/5/2023
65,3,TXN-0065-003,2/1/2023
65,4,TXN-0065-004,6/10/2023
65,5,TXN-0065-005,1/30/2023
65,6,TXN-0065-006,1/26/2023
65,7,TXN-0065-007,10/27/2023
65,8,TXN-0065-008,9/2/2023
66,1,TXN-0066-001,9/15/2023
66,2,TXN-0066-002,9/29/2023
66,3,TXN-0066-003,3/22/2023
66,4,TXN-0066-004,1/30/2023
66,5,TXN-0066-005,9/18/2023
66,6,TXN-0066-006,2/11/2023
67,1,TXN-0067-001,4/6/2023
67,2,TXN-0067-002,2/5/2023
67,3,TXN-0067-003,11/1/2023
68,1,TXN-0068-001,2/4/2023
68,2,TXN-0068-002,12/12/2023
68,3,TXN-0068-003,5/1/2023
68,4,TXN-0068-004,7/26/2023
68,5,TXN-0068-005,3/3/2023
68,6,TXN-0068-006,10/19/2023
69,1,TXN-0069-001,5/7/2023
69,2,TXN-0069-002,10/24/2023
69,3,TXN-0069-003,11/1/2023
69,4,TXN-0069-004,1/21/2023
69,5,TXN-0069-005,11/14/2023
69,6,TXN-0069-006,2/11/2023
70,1,TXN-0070-001,8/3/2023
70,2,TXN-0070-002,12/3/2023
70,3,TXN-0070-003,10/26/2023
70,4,TXN-0070-004,10/17/2023
71,1,TXN-0071-001,9/25/2023
71,2,TXN-0071-002,6/11/2023
71,3,TXN-0071-003,5/14/2023
71,4,TXN-0071-004,4/15/2023
71,5,TXN-0071-005,12/9/2023
72,1,TXN-0072-001,6/10/2023
72,2,TXN-0072-002,5/3/2023
73,1,TXN-0073-001,5/16/2023
73,2,TXN-0073-002,7/22/2023
73,3,TXN-0073-003,3/9/2023
73,4,TXN-0073-004,12/10/2023
73,5,TXN-0073-005,11/27/2023
73,6,TXN-0073-006,6/3/2023
73,7,TXN-0073-007,8/23/2023
73,8,TXN-0073-008,6/11/2023
73,9,TXN-0073-009,2/7/2023
73,10,TXN-0073-010,1/5/2023
74,1,TXN-0074-001,8/23/2023
74,2,TXN-0074-002,11/15/2023
74,3,TXN-0074-003,10/16/2023
75,1,TXN-0075-001,2/21/2023
75,2,TXN-0075-002,2/7/2023
75,3,TXN-0075-003,10/3/2023
75,4,TXN-0075-004,4/20/2023
75,5,TXN-0075-005,9/17/2023
75,6,TXN-0075-006,5/16/2023
75,7,TXN-0075-007,3/9/2023
75,8,TXN-0075-008,6/28/2023
75,9,TXN-0075-009,2/5/2023
76,1,TXN-0076-001,5/6/2023
76,2,TXN-0076-002,7/9/2023
76,3,TXN-0076-003,5/26/2023
76,4,TXN-0076-004,3/22/2023
77,1,TXN-0077-001,8/13/2023
77,2,TXN-0077-002,10/6/2023
77,3,TXN-0077-003,12/27/2023
78,1,TXN-0078-001,6/4/2023
78,2,TXN-0078-002,11/10/2023
78,3,TXN-0078-003,12/1/2023
78,4,TXN-0078-004,9/28/2023
78,5,TXN-0078-005,1/5/2023
78,6,TXN-0078-006,12/8/2023
78,7,TXN-0078-007,10/11/2023
78,8,TXN-0078-008,6/3/2023
79,1,TXN-0079-001,12/6/2023
79,2,TXN-0079-002,2/23/2023
79,3,TXN-0079-003,3/10/2023
79,4,TXN-0079-004,5/16/2023
79,5,TXN-0079-005,3/1/2023
79,6,TXN-0079-006,2/24/2023
79,7,TXN-0079-007,10/11/2023
80,1,TXN-0080-001,3/21/2023
80,2,TXN-0080-002,5/20/2023
80,3,TXN-0080-003,5/25/2023
80,4,TXN-0080-004,11/6/2023
80,5,TXN-0080-005,4/18/2023
81,1,TXN-0081-001,6/25/2023
81,2,TXN-0081-002,4/15/2023
81,3,TXN-0081-003,12/18/2023
81,4,TXN-0081-004,11/21/2023
81,5,TXN-0081-005,5/16/2023
81,6,TXN-0081-006,9/16/2023
81,7,TXN-0081-007,9/8/2023
81,8,TXN-0081-008,5/9/2023
81,9,TXN-0081-009,1/27/2023
82,1,TXN-0082-001,2/17/2023
82,2,TXN-0082-002,11/21/2023
82,3,TXN-0082-003,8/5/2023
82,4,TXN-0082-004,5/22/2023
83,1,TXN-0083-001,1/23/2023
83,2,TXN-0083-002,1/2/2023
83,3,TXN-0083-003,6/20/2023
83,4,TXN-0083-004,3/8/2023
83,5,TXN-0083-005,11/23/2023
83,6,TXN-0083-006,5/15/2023
84,1,TXN-0084-001,3/24/2023
85,1,TXN-0085-001,8/15/2023
85,2,TXN-0085-002,10/10/2023
85,3,TXN-0085-003,12/28/2023
85,4,TXN-0085-004,8/7/2023
86,1,TXN-0086-001,10/15/2023
87,1,TXN-0087-001,1/5/2023
87,2,TXN-0087-002,2/27/2023
87,3,TXN-0087-003,2/8/2023
87,4,TXN-0087-004,12/20/2023
87,5,TXN-0087-005,3/18/2023
87,6,TXN-0087-006,10/7/2023
88,1,TXN-0088-001,1/19/2023
88,2,TXN-0088-002,7/9/2023
88,3,TXN-0088-003,10/26/2023
88,4,TXN-0088-004,10/10/2023
88,5,TXN-0088-005,3/17/2023
88,6,TXN-0088-006,8/9/2023
88,7,TXN-0088-007,3/7/2023
89,1,TXN-0089-001,1/22/2023
89,2,TXN-0089-002,6/7/2023
89,3,TXN-0089-003,7/6/2023
89,4,TXN-0089-004,1/21/2023
89,5,TXN-0089-005,7/3/2023
90,1,TXN-0090-001,4/18/2023
90,2,TXN-0090-002,12/16/2023
91,1,TXN-0091-001,5/8/2023
91,2,TXN-0091-002,12/8/2023
91,3,TXN-0091-003,2/22/2023
91,4,TXN-0091-004,7/1/2023
92,1,TXN-0092-001,10/14/2023
92,2,TXN-0092-002,7/28/2023
92,3,TXN-0092-003,11/14/2023
92,4,TXN-0092-004,3/21/2023
92,5,TXN-0092-005,5/2/2023
92,6,TXN-0092-006,3/25/2023
92,7,TXN-0092-007,4/1/2023
92,8,TXN-0092-008,7/31/2023
92,9,TXN-0092-009,1/13/2023
92,10,TXN-0092-010,4/2/2023
93,1,TXN-0093-001,6/20/2023
93,2,TXN-0093-002,7/30/2023
93,3,TXN-0093-003,12/9/2023
93,4,TXN-0093-004,5/8/2023
93,5,TXN-0093-005,5/17/2023
93,6,TXN-0093-006,3/23/2023
94,1,TXN-0094-001,12/26/2023
94,2,TXN-0094-002,2/25/2023
94,3,TXN-0094-003,7/15/2023
94,4,TXN-0094-004,1/20/2023
95,1,TXN-0095-001,8/29/2023
95,2,TXN-0095-002,4/24/2023
95,3,TXN-0095-003,4/13/2023
95,4,TXN-0095-004,8/24/2023
95,5,TXN-0095-005,6/29/2023
95,6,TXN-0095-006,6/6/2023
95,7,TXN-0095-007,4/27/2023
95,8,TXN-0095-008,4/25/2023
96,1,TXN-0096-001,1/13/2023
96,2,TXN-0096-002,12/4/2023
96,3,TXN-0096-003,4/9/2023
96,4,TXN-0096-004,7/24/2023
96,5,TXN-0096-005,6/18/2023
96,6,TXN-0096-006,5/23/2023
96,7,TXN-0096-007,2/5/2023
97,1,TXN-0097-001,5/23/2023
97,2,TXN-0097-002,6/29/2023
97,3,TXN-0097-003,11/25/2023
97,4,TXN-0097-004,9/18/2023
97,5,TXN-0097-005,7/24/2023
97,6,TXN-0097-006,12/14/2023
97,7,TXN-0097-007,10/2/2023
97,8,TXN-0097-008,6/19/2023
98,1,TXN-0098-001,1/15/2023
98,2,TXN-0098-002,3/1/2023
98,3,TXN-0098-003,5/14/2023
99,1,TXN-0099-001,4/2/2023
99,2,TXN-0099-002,10/25/2023
99,3,TXN-0099-003,5/16/2023
99,4,TXN-0099-004,1/20/2023
99,5,TXN-0099-005,2/25/2023
100,1,TXN-0100-001,11/2/2023
100,2,TXN-0100-002,8/11/2023
100,3,TXN-0100-003,6/26/2023
101,1,TXN-0101-001,6/10/2023
101,2,TXN-0101-002,8/12/2023
101,3,TXN-0101-003,11/7/2023
101,4,TXN-0101-004,9/19/2023
102,1,TXN-0102-001,3/1/2023
102,2,TXN-0102-002,7/17/2023
102,3,TXN-0102-003,10/23/2023
102,4,TXN-0102-004,4/8/2023
102,5,TXN-0102-005,5/11/2023
102,6,TXN-0102-006,1/23/2023
102,7,TXN-0102-007,12/29/2023
102,8,TXN-0102-008,8/12/2023
102,9,TXN-0102-009,1/1/2023
103,1,TXN-0103-001,9/24/2023
103,2,TXN-0103-002,10/3/2023
103,3,TXN-0103-003,12/18/2023
103,4,TXN-0103-004,12/10/2023
103,5,TXN-0103-005,4/11/2023
103,6,TXN-0103-006,7/6/2023
103,7,TXN-0103-007,8/9/2023
103,8,TXN-0103-008,2/5/2023
103,9,TXN-0103-009,12/7/2023
104,1,TXN-0104-001,6/19/2023
104,2,TXN-0104-002,11/16/2023
104,3,TXN-0104-003,6/10/2023
104,4,TXN-0104-004,12/6/2023
104,5,TXN-0104-005,3/5/2023
105,1,TXN-0105-001,6/3/2023
105,2,TXN-0105-002,9/17/2023
105,3,TXN-0105-003,6/8/2023
105,4,TXN-0105-004,12/8/2023
105,5,TXN-0105-005,7/29/2023
105,6,TXN-0105-006,6/17/2023
105,7,TXN-0105-007,7/26/2023
105,8,TXN-0105-008,12/23/2023
105,9,TXN-0105-009,6/1/2023
105,10,TXN-0105-010,10/11/2023
106,1,TXN-0106-001,3/7/2023
106,2,TXN-0106-002,4/9/2023
106,3,TXN-0106-003,8/4/2023
106,4,TXN-0106-004,12/7/2023
106,5,TXN-0106-005,7/14/2023
106,6,TXN-0106-006,12/13/2023
106,7,TXN-0106-007,3/31/2023
107,1,TXN-0107-001,11/12/2023
107,2,TXN-0107-002,10/19/2023
107,3,TXN-0107-003,6/4/2023
107,4,TXN-0107-004,7/27/2023
107,5,TXN-0107-005,10/8/2023
107,6,TXN-0107-006,1/1/2023
107,7,TXN-0107-007,6/5/2023
107,8,TXN-0107-008,5/27/2023
107,9,TXN-0107-009,4/18/2023
107,10,TXN-0107-010,8/9/2023
108,1,TXN-0108-001,10/24/2023
108,2,TXN-0108-002,11/7/2023
108,3,TXN-0108-003,12/2/2023
108,4,TXN-0108-004,6/14/2023
108,5,TXN-0108-005,8/27/2023
108,6,TXN-0108-006,8/15/2023
108,7,TXN-0108-007,8/15/2023
109,1,TXN-0109-001,12/12/2023
109,2,TXN-0109-002,4/20/2023
109,3,TXN-0109-003,9/19/2023
109,4,TXN-0109-004,8/31/2023
109,5,TXN-0109-005,3/28/2023
109,6,TXN-0109-006,12/4/2023
110,1,TXN-0110-001,2/13/2023
110,2,TXN-0110-002,5/26/2023
110,3,TXN-0110-003,9/21/2023
110,4,TXN-0110-004,12/6/2023
111,1,TXN-0111-001,11/21/2023
111,2,TXN-0111-002,11/14/2023
111,3,TXN-0111-003,6/21/2023
112,1,TXN-0112-001,2/17/2023
112,2,TXN-0112-002,5/1/2023
112,3,TXN-0112-003,12/11/2023
112,4,TXN-0112-004,6/8/2023
112,5,TXN-0112-005,4/26/2023
112,6,TXN-0112-006,4/12/2023
112,7,TXN-0112-007,3/17/2023
112,8,TXN-0112-008,1/13/2023
112,9,TXN-0112-009,1/24/2023
113,1,TXN-0113-001,5/6/2023
113,2,TXN-0113-002,9/1/2023
113,3,TXN-0113-003,11/9/2023
113,4,TXN-0113-004,2/7/2023
113,5,TXN-0113-005,8/22/2023
113,6,TXN-0113-006,8/1/2023
113,7,TXN-0113-007,11/19/2023
113,8,TXN-0113-008,10/22/2023
114,1,TXN-0114-001,4/10/2023
114,2,TXN-0114-002,12/23/2023
115,1,TXN-0115-001,7/16/2023
116,1,TXN-0116-001,9/11/2023
116,2,TXN-0116-002,7/24/2023
117,1,TXN-0117-001,5/5/2023
117,2,TXN-0117-002,3/17/2023
117,3,TXN-0117-003,12/2/2023
118,1,TXN-0118-001,12/19/2023
118,2,TXN-0118-002,1/3/2023
118,3,TXN-0118-003,2/24/2023
119,1,TXN-0119-001,8/6/2023
119,2,TXN-0119-002,4/23/2023
119,3,TXN-0119-003,4/1/2023
119,4,TXN-0119-004,12/23/2023
119,5,TXN-0119-005,9/23/2023
119,6,TXN-0119-006,8/26/2023
119,7,TXN-0119-007,1/26/2023
120,1,TXN-0120-001,10/13/2023
120,2,TXN-0120-002,5/8/2023
120,3,TXN-0120-003,3/4/2023
120,4,TXN-0120-004,8/22/2023
120,5,TXN-0120-005,3/10/2023
120,6,TXN-0120-006,8/26/2023
120,7,TXN-0120-007,12/8/2023
120,8,TXN-0120-008,9/29/2023
120,9,TXN-0120-009,10/14/2023
120,10,TXN-0120-010,11/1/2023
121,1,TXN-0121-001,6/12/2023
121,2,TXN-0121-002,8/15/2023
122,1,TXN-0122-001,11/10/2023
122,2,TXN-0122-002,9/16/2023
122,3,TXN-0122-003,8/7/2023
122,4,TXN-0122-004,10/8/2023
122,5,TXN-0122-005,8/17/2023
122,6,TXN-0122-006,3/23/2023
122,7,TXN-0122-007,9/1/2023
123,1,TXN-0123-001,8/19/2023
123,2,TXN-0123-002,5/13/2023
123,3,TXN-0123-003,5/7/2023
123,4,TXN-0123-004,11/23/2023
123,5,TXN-0123-005,5/22/2023
123,6,TXN-0123-006,9/24/2023
123,7,TXN-0123-007,9/6/2023
124,1,TXN-0124-001,11/17/2023
124,2,TXN-0124-002,5/3/2023
124,3,TXN-0124-003,5/21/2023
124,4,TXN-0124-004,8/14/2023
124,5,TXN-0124-005,2/9/2023
124,6,TXN-0124-006,1/1/2024
124,7,TXN-0124-007,5/27/2023
124,8,TXN-0124-008,5/1/2023
124,9,TXN-0124-009,5/20/2023
124,10,TXN-0124-010,6/21/2023
125,1,TXN-0125-001,6/13/2023
125,2,TXN-0125-002,10/4/2023
125,3,TXN-0125-003,2/11/2023
125,4,TXN-0125-004,3/12/2023
125,5,TXN-0125-005,3/19/2023
125,6,TXN-0125-006,4/29/2023
125,7,TXN-0125-007,7/16/2023
125,8,TXN-0125-008,12/22/2023
126,1,TXN-0126-001,3/20/2023
126,2,TXN-0126-002,12/28/2023
126,3,TXN-0126-003,4/20/2023
126,4,TXN-0126-004,2/2/2023
126,5,TXN-0126-005,8/1/2023
126,6,TXN-0126-006,7/28/2023
126,7,TXN-0126-007,6/19/2023
126,8,TXN-0126-008,10/5/2023
126,9,TXN-0126-009,8/27/2023
127,1,TXN-0127-001,8/1/2023
127,2,TXN-0127-002,2/1/2023
127,3,TXN-0127-003,4/16/2023
127,4,TXN-0127-004,8/4/2023
127,5,TXN-0127-005,7/19/2023
128,1,TXN-0128-001,10/27/2023
128,2,TXN-0128-002,12/23/2023
128,3,TXN-0128-003,1/11/2023
128,4,TXN-0128-004,10/22/2023
128,5,TXN-0128-005,7/14/2023
128,6,TXN-0128-006,9/2/2023
128,7,TXN-0128-007,1/4/2023
128,8,TXN-0128-008,6/30/2023
128,9,TXN-0128-009,6/2/2023
129,1,TXN-0129-001,7/19/2023
130,1,TXN-0130-001,8/3/2023
130,2,TXN-0130-002,10/3/2023
131,1,TXN-0131-001,10/7/2023
131,2,TXN-0131-002,11/5/2023
131,3,TXN-0131-003,4/23/2023
131,4,TXN-0131-004,9/7/2023
131,5,TXN-0131-005,4/23/2023
131,6,TXN-0131-006,5/20/2023
131,7,TXN-0131-007,8/12/2023
131,8,TXN-0131-008,9/6/2023
131,9,TXN-0131-009,1/15/2023
